102,40,62,0.427,0.044,0.044,4.06,1211011,117.28,24.02,24.02,0,0,0,0,0,0,0
104,40,64,0.464,0.039,0.032,0,1211011,137,24,18,0,0,0,0,0,0,0
88,42,46,0,0,0,0,1211011,0,0,0,0,0,0,0,0,0,0
90,42,48,0,0,0,0,1211011,0,0,0,0,0,0,0,0,0,0
92,42,50,0.1058,0.003,0.003,0.987,1211011,7.86,0.49,0.49,0,0,0,0,0,0,0
94,42,52,0.1509,0.002,0.001,1.428,1211011,15.99,0.32,0.32,0,0,0,0,0,0,0
96,42,54,0.172,0.002,0.002,1.651,1211011,20.76,0.38,0.38,0,0,0,0,0,0,0
96,42,54,0.172,0.002,0.002,1.651,1012011,0,0,0,0,0,0,0,0,0,0
98,42,56,0.1683,0.003,0.003,1.638,1211011,19.9,0.67,0.67,0,0,0,0,0,0,0
98,42,56,0.1683,0.003,0.003,1.638,1012011,0,0,0,0,0,27.3,1.1,1.1,0,0
100,42,58,0.2309,0.002,0.002,2.277,1211011,37.43,0.73,0.73,0,0,0,0,0,0,0
100,42,58,0.2309,0.002,0.002,2.277,1012011,0,0,0,0.61,0.1,36,6,6,0.014,0.002
102,42,60,0.311,0.005,0.005,3.11,1211011,68.04,2.19,2.19,0,0,0,0,0,0,0
102,42,60,0.311,0.005,0.005,3.11,1012011,0,0,0,0.59,0.1,120,50,50,0.061,0.01
104,42,62,0.362,0.011,0.01,3.67,1211011,92.25,5.51,5.51,0,0,0,0,0,0,0
106,42,64,0.354,0.009,0.01,3.63,1211011,87.92,4.7,4.7,0,0,0,0,0,0,0
108,42,66,0.38,0.063,0.06,4,1211011,104.75,32.73,32.73,0,0,0,0,0,0,0
110,42,68,0,0,0,0,1211011,0,0,0,0,0,0,0,0,0,0
96,44,52,0.1579,0.003,0.003,1.588,1211011,19.23,0.77,0.77,0,0,0,0,0,0,0
